POLE TYPE,LIGHT PRESENT,SIDE OF ROAD,ELEVATION,latitude,longitude,GeoLocation
Wood,Yes,Right,53.333,30.43962361,-91.08334881,"(30.43962361, -91.08334881)"
Wood,Yes,Right,53.201,30.43969112,-91.08267627,"(30.43969112, -91.08267627)"
Wood,Yes,Right,50.275,30.43809373,-91.08309263,"(30.43809373, -91.08309263)"
Wood,Yes,Right,49.307,30.43832286,-91.08360204,"(30.43832286, -91.08360204)"
Wood,Yes,Right,51.696,30.43904096,-91.08253801,"(30.43904096, -91.08253801)"
Wood,Yes,Right,52.385,30.43855948,-91.08253233,"(30.43855948, -91.08253233)"
Metal,Yes,Right,55.731,30.44154706,-91.08473247,"(30.44154706, -91.08473247)"
Metal,Yes,Right,55.521,30.44154735,-91.08408215,"(30.44154735, -91.08408215)"
Metal,Yes,Right,49.937,30.44066356,-91.08212434,"(30.44066356, -91.08212434)"
Metal,Unknown,Right,50.836,30.44066738,-91.08267817,"(30.44066738, -91.08267817)"
Metal,Unknown,Right,49.816,30.4406682,-91.0832268,"(30.4406682, -91.0832268)"
Wood,Yes,Right,53.346,30.43230615,-91.07730273,"(30.43230615, -91.07730273)"
Wood,Yes,Right,54.76,30.43375363,-91.07719875,"(30.43375363, -91.07719875)"
Metal,Yes,Right,45.078,30.43470517,-91.07681888,"(30.43470517, -91.07681888)"
Metal,Yes,Right,46.787,30.4354075,-91.0766448,"(30.4354075, -91.0766448)"
Metal,Yes,Right,49.258,30.4360187,-91.07666072,"(30.4360187, -91.07666072)"
Metal,Yes,Right,50.262,30.43643523,-91.07667203,"(30.43643523, -91.07667203)"
Metal,Yes,Right,54.048,30.43683639,-91.07668438,"(30.43683639, -91.07668438)"
Metal,Yes,Right,51.866,30.43746595,-91.07672373,"(30.43746595, -91.07672373)"
Metal,Yes,Right,54.268,30.43783154,-91.07680416,"(30.43783154, -91.07680416)"
Metal,Yes,Right,51.988,30.43826955,-91.07683311,"(30.43826955, -91.07683311)"
Metal,Yes,Right,52.076,30.43866246,-91.07683757,"(30.43866246, -91.07683757)"
Metal,Unknown,Right,55.39,30.43910438,-91.07684216,"(30.43910438, -91.07684216)"
Metal,Yes,Right,54.245,30.44194114,-91.07226176,"(30.44194114, -91.07226176)"
Metal,Yes,Right,53.48,30.44221344,-91.07188358,"(30.44221344, -91.07188358)"
Metal,Yes,Right,50.245,30.4442113,-91.0689368,"(30.4442113, -91.0689368)"
Metal,Yes,Right,51.876,30.44401912,-91.06879644,"(30.44401912, -91.06879644)"
Metal,Yes,Right,50.347,30.44360963,-91.06849777,"(30.44360963, -91.06849777)"
Metal,Yes,Right,50.455,30.44164943,-91.07074774,"(30.44164943, -91.07074774)"
Metal,Yes,Right,51.269,30.44192431,-91.07129043,"(30.44192431, -91.07129043)"
Metal,Yes,Right,50.82,30.44240897,-91.07219339,"(30.44240897, -91.07219339)"
Metal,Yes,Right,51.938,30.44268376,-91.07270819,"(30.44268376, -91.07270819)"
Metal,Yes,Right,49.586,30.44298245,-91.07332617,"(30.44298245, -91.07332617)"
Metal,Yes,Right,48.172,30.44285923,-91.06876159,"(30.44285923, -91.06876159)"
Metal,Yes,Right,49.146,30.44285182,-91.06942137,"(30.44285182, -91.06942137)"
Metal,Yes,Right,52.289,30.43683085,-91.09103361,"(30.43683085, -91.09103361)"
Metal,Yes,Right,52.237,30.43679098,-91.09160611,"(30.43679098, -91.09160611)"
Metal,Yes,Right,46.325,30.44052836,-91.09105166,"(30.44052836, -91.09105166)"
Metal,Unknown,Right,50.426,30.44044421,-91.09183464,"(30.44044421, -91.09183464)"
Metal,Yes,Right,49.845,30.44041359,-91.09256118,"(30.44041359, -91.09256118)"
Metal,Yes,Right,53.618,30.4402145,-91.09337538,"(30.4402145, -91.09337538)"
Metal,Yes,Right,55.918,30.44061486,-91.0936952,"(30.44061486, -91.0936952)"
Metal,Yes,Right,56.056,30.44110783,-91.09379601,"(30.44110783, -91.09379601)"
Metal,Yes,Right,45.058,30.43542781,-91.08680179,"(30.43542781, -91.08680179)"
Metal,Yes,Right,49.776,30.43582172,-91.08681459,"(30.43582172, -91.08681459)"
Metal,Yes,Right,50.242,30.43699987,-91.08681619,"(30.43699987, -91.08681619)"
Metal,Yes,Right,44.566,30.4381467,-91.08744832,"(30.4381467, -91.08744832)"
Metal,Yes,Right,50.488,30.44066592,-91.08372537,"(30.44066592, -91.08372537)"
Metal,Yes,Right,53.073,30.44064117,-91.08424775,"(30.44064117, -91.08424775)"
Metal,Yes,Right,50.308,30.44048739,-91.0848361,"(30.44048739, -91.0848361)"
Metal,Unknown,Right,51.686,30.44047744,-91.08550484,"(30.44047744, -91.08550484)"
Metal,Yes,Right,54.163,30.44427325,-91.08568291,"(30.44427325, -91.08568291)"
Metal,Unknown,Right,53.572,30.44531761,-91.08567642,"(30.44531761, -91.08567642)"
Metal,Yes,Right,54.199,30.44635144,-91.08571492,"(30.44635144, -91.08571492)"
Metal,Unknown,Right,54.661,30.44742607,-91.08574463,"(30.44742607, -91.08574463)"
Metal,Yes,Right,55.229,30.44849332,-91.08575369,"(30.44849332, -91.08575369)"
Metal,Yes,Right,57.614,30.45132864,-91.08205546,"(30.45132864, -91.08205546)"
Metal,Yes,Right,55.843,30.45132841,-91.08270004,"(30.45132841, -91.08270004)"
Metal,Yes,Right,55.154,30.45132686,-91.08335595,"(30.45132686, -91.08335595)"
Metal,Yes,Right,52.05,30.43947647,-91.0768477,"(30.43947647, -91.0768477)"
Metal,Yes,Right,51.912,30.43988377,-91.07685161,"(30.43988377, -91.07685161)"
Metal,Yes,Right,52.381,30.44030307,-91.07685787,"(30.44030307, -91.07685787)"
Metal,Yes,Right,53.034,30.44064093,-91.07686544,"(30.44064093, -91.07686544)"
Metal,Yes,Right,54.212,30.44119546,-91.07687248,"(30.44119546, -91.07687248)"
Metal,Yes,Right,54.442,30.44176577,-91.0768765,"(30.44176577, -91.0768765)"
Metal,Yes,Right,55.514,30.44228274,-91.07688526,"(30.44228274, -91.07688526)"
Metal,Yes,Right,52.87,30.45081414,-91.07691216,"(30.45081414, -91.07691216)"
Metal,Yes,Right,51.266,30.45137406,-91.07691216,"(30.45137406, -91.07691216)"
Metal,Yes,Right,53.913,30.45179161,-91.07691811,"(30.45179161, -91.07691811)"
Wood,Yes,Right,55.823,30.45366578,-91.07689606,"(30.45366578, -91.07689606)"
Wood,Yes,Right,55.636,30.45418153,-91.0768826,"(30.45418153, -91.0768826)"
Wood,Yes,Right,52.791,30.43755363,-91.06558581,"(30.43755363, -91.06558581)"
Wood,Yes,Right,53.949,30.43723976,-91.0657586,"(30.43723976, -91.0657586)"
Wood,Yes,Right,55.537,30.43647875,-91.06607878,"(30.43647875, -91.06607878)"
Wood,Yes,Right,54.104,30.43509452,-91.06631529,"(30.43509452, -91.06631529)"
Wood,Yes,Right,47.483,30.44896034,-91.07026294,"(30.44896034, -91.07026294)"
Metal,Yes,Right,55.718,30.44483573,-91.06814107,"(30.44483573, -91.06814107)"
Metal,Yes,Right,49.858,30.43453515,-91.06858598,"(30.43453515, -91.06858598)"
Metal,Yes,Right,51.833,30.43500361,-91.06859141,"(30.43500361, -91.06859141)"
Metal,Yes,Right,51.495,30.43551211,-91.0685914,"(30.43551211, -91.0685914)"
Metal,Yes,Right,52.06,30.43599748,-91.06934361,"(30.43599748, -91.06934361)"
Metal,Yes,Right,47.306,30.43593293,-91.06990145,"(30.43593293, -91.06990145)"
Metal,Yes,Right,53.136,30.43547185,-91.06993501,"(30.43547185, -91.06993501)"
Metal,Yes,Right,44.1,30.43850665,-91.08783688,"(30.43850665, -91.08783688)"
Metal,Unknown,Right,44.73,30.43880027,-91.08817695,"(30.43880027, -91.08817695)"
Metal,Yes,Right,44.504,30.43952758,-91.08896961,"(30.43952758, -91.08896961)"
Metal,Yes,Right,43.966,30.44018589,-91.08954504,"(30.44018589, -91.08954504)"
Metal,Yes,Right,43.943,30.44089035,-91.09022443,"(30.44089035, -91.09022443)"
Metal,Yes,Right,47.595,30.44135612,-91.09163714,"(30.44135612, -91.09163714)"
Metal,Yes,Right,49.809,30.44134052,-91.09213859,"(30.44134052, -91.09213859)"
Metal,Yes,Right,51.2,30.44132013,-91.0926537,"(30.44132013, -91.0926537)"
Metal,Yes,Right,53.635,30.44128942,-91.09357844,"(30.44128942, -91.09357844)"
Metal,Yes,Right,52.135,30.44125255,-91.09467416,"(30.44125255, -91.09467416)"
Metal,Yes,Right,54.025,30.44122599,-91.09542902,"(30.44122599, -91.09542902)"
Metal,Yes,Right,52.883,30.44411218,-91.08796872,"(30.44411218, -91.08796872)"
Metal,Yes,Right,54.799,30.45132521,-91.08399316,"(30.45132521, -91.08399316)"
Metal,Yes,Right,55.97,30.45132643,-91.08462402,"(30.45132643, -91.08462402)"
Metal,Yes,Right,56.358,30.45132368,-91.08523578,"(30.45132368, -91.08523578)"
Metal,Yes,Right,54.284,30.45021615,-91.08201324,"(30.45021615, -91.08201324)"
Metal,Yes,Right,53.569,30.45021907,-91.08268123,"(30.45021907, -91.08268123)"
Metal,Yes,Right,53.598,30.45021638,-91.08338096,"(30.45021638, -91.08338096)"
Metal,Unknown,Right,54.409,30.4502143,-91.08400477,"(30.4502143, -91.08400477)"
Metal,Yes,Right,54.852,30.45021572,-91.08463496,"(30.45021572, -91.08463496)"
Metal,Yes,Right,55.957,30.45021448,-91.08527649,"(30.45021448, -91.08527649)"
Metal,Unknown,Right,53.303,30.44804125,-91.08204552,"(30.44804125, -91.08204552)"
Metal,Yes,Right,52.171,30.4480372,-91.08266854,"(30.4480372, -91.08266854)"
Metal,Yes,Right,52.342,30.44803764,-91.08337412,"(30.44803764, -91.08337412)"
Wood,Unknown,Right,53.359,30.4531608,-91.07690708,"(30.4531608, -91.07690708)"
Wood,Unknown,Right,54.186,30.45475144,-91.07685348,"(30.45475144, -91.07685348)"
Metal,Yes,Right,52.27,30.43683642,-91.07791768,"(30.43683642, -91.07791768)"
Metal,Yes,Right,47.788,30.43541047,-91.0744448,"(30.43541047, -91.0744448)"
Metal,Yes,Right,51.4,30.43606534,-91.07445721,"(30.43606534, -91.07445721)"
Metal,Yes,Right,51.194,30.43668723,-91.07446847,"(30.43668723, -91.07446847)"
Metal,Yes,Right,51.41,30.43725844,-91.07448784,"(30.43725844, -91.07448784)"
Metal,Yes,Right,47.07,30.43687162,-91.07218218,"(30.43687162, -91.07218218)"
Wood,Yes,Right,47.591,30.43645036,-91.07217091,"(30.43645036, -91.07217091)"
Metal,Yes,Right,48.513,30.43598814,-91.07216271,"(30.43598814, -91.07216271)"
Metal,Yes,Right,48.178,30.43552208,-91.07215504,"(30.43552208, -91.07215504)"
Metal,Yes,Right,47.23,30.43504579,-91.07214245,"(30.43504579, -91.07214245)"
Metal,Yes,Right,45.521,30.44086352,-91.05941922,"(30.44086352, -91.05941922)"
Metal,Yes,Right,44.976,30.44100274,-91.06005109,"(30.44100274, -91.06005109)"
Metal,Unknown,Right,44.661,30.44119045,-91.06055616,"(30.44119045, -91.06055616)"
Metal,Yes,Right,44.55,30.44137024,-91.06101347,"(30.44137024, -91.06101347)"
Metal,Unknown,Right,44.114,30.4416335,-91.06148591,"(30.4416335, -91.06148591)"
Metal,Yes,Right,45.678,30.44190488,-91.0619028,"(30.44190488, -91.0619028)"
Metal,Yes,Right,41.538,30.44232669,-91.06245771,"(30.44232669, -91.06245771)"
Metal,Yes,Right,44.743,30.4420956,-91.06307786,"(30.4420956, -91.06307786)"
Metal,Unknown,Right,44.904,30.44218686,-91.0637719,"(30.44218686, -91.0637719)"
Metal,Yes,Right,41.246,30.44245076,-91.06447415,"(30.44245076, -91.06447415)"
Metal,Yes,Right,43.848,30.44251808,-91.06493735,"(30.44251808, -91.06493735)"
Metal,Yes,Right,54.025,30.43769174,-91.06428734,"(30.43769174, -91.06428734)"
Metal,Yes,Right,53.825,30.44499276,-91.08818253,"(30.44499276, -91.08818253)"
Metal,Yes,Right,53.661,30.44613229,-91.08738491,"(30.44613229, -91.08738491)"
Metal,Yes,Right,53.306,30.44624822,-91.08807125,"(30.44624822, -91.08807125)"
Metal,Yes,Right,53.575,30.44613614,-91.08851981,"(30.44613614, -91.08851981)"
Metal,Yes,Right,51.938,30.44585877,-91.08906397,"(30.44585877, -91.08906397)"
Metal,Yes,Right,51.597,30.44561132,-91.08952832,"(30.44561132, -91.08952832)"
Metal,Yes,Right,51.876,30.44534467,-91.08998565,"(30.44534467, -91.08998565)"
Metal,Yes,Right,54.143,30.44312227,-91.08691293,"(30.44312227, -91.08691293)"
Metal,Unknown,Right,54.015,30.44468961,-91.08691704,"(30.44468961, -91.08691704)"
Metal,Yes,Right,55.291,30.44518723,-91.08692487,"(30.44518723, -91.08692487)"
Metal,Yes,Right,53.533,30.44259972,-91.08691176,"(30.44259972, -91.08691176)"
Metal,Yes,Right,54.986,30.44409044,-91.08692195,"(30.44409044, -91.08692195)"
Metal,Yes,Right,52.627,30.44803475,-91.08399387,"(30.44803475, -91.08399387)"
Metal,Yes,Right,52.486,30.44803189,-91.08462398,"(30.44803189, -91.08462398)"
Metal,Yes,Right,51.322,30.44803553,-91.08528651,"(30.44803553, -91.08528651)"
Metal,Yes,Right,49.904,30.44590654,-91.0821086,"(30.44590654, -91.0821086)"
Metal,Unknown,Right,50.482,30.4458718,-91.08257756,"(30.4458718, -91.08257756)"
Metal,Unknown,Right,53.398,30.44486773,-91.08204588,"(30.44486773, -91.08204588)"
Metal,Unknown,Right,57.312,30.44487906,-91.08248254,"(30.44487906, -91.08248254)"
Metal,Yes,Right,52.47,30.44814453,-91.08582807,"(30.44814453, -91.08582807)"
Metal,Yes,Right,52.168,30.44691977,-91.08581667,"(30.44691977, -91.08581667)"
Metal,Yes,Right,51.948,30.44488483,-91.0857601,"(30.44488483, -91.0857601)"
Metal,Unknown,Right,52.647,30.44324536,-91.08576165,"(30.44324536, -91.08576165)"
Metal,Yes,Right,52.44,30.4426899,-91.08575699,"(30.4426899, -91.08575699)"
Metal,Yes,Right,49.054,30.43531768,-91.07333036,"(30.43531768, -91.07333036)"
Metal,Yes,Right,50.751,30.43595688,-91.07334532,"(30.43595688, -91.07334532)"
Metal,Yes,Right,50.554,30.43658401,-91.07335493,"(30.43658401, -91.07335493)"
Metal,Yes,Right,49.983,30.43720536,-91.07337015,"(30.43720536, -91.07337015)"
Metal,Yes,Right,49.051,30.43784977,-91.07338428,"(30.43784977, -91.07338428)"
Metal,Yes,Right,49.376,30.43884315,-91.07330011,"(30.43884315, -91.07330011)"
Metal,Yes,Right,52.608,30.43979639,-91.07329773,"(30.43979639, -91.07329773)"
Metal,Unknown,Right,53.467,30.44064707,-91.07330078,"(30.44064707, -91.07330078)"
Metal,Yes,Right,55.698,30.44079755,-91.07226388,"(30.44079755, -91.07226388)"
Metal,Yes,Right,53.854,30.4401107,-91.0722558,"(30.4401107, -91.0722558)"
Metal,Yes,Right,52.161,30.43971112,-91.07181504,"(30.43971112, -91.07181504)"
Metal,Yes,Right,54.409,30.43976218,-91.07121254,"(30.43976218, -91.07121254)"
Metal,Yes,Right,49.98,30.44284537,-91.07005068,"(30.44284537, -91.07005068)"
Metal,Yes,Right,51.21,30.44283837,-91.07067167,"(30.44283837, -91.07067167)"
Metal,Yes,Right,40.577,30.44251433,-91.07183645,"(30.44251433, -91.07183645)"
Metal,Yes,Right,49.96,30.44243316,-91.06933313,"(30.44243316, -91.06933313)"
Metal,Yes,Right,49.317,30.44214163,-91.06881151,"(30.44214163, -91.06881151)"
Metal,Yes,Right,49.228,30.44191214,-91.06826618,"(30.44191214, -91.06826618)"
Metal,Yes,Right,49.386,30.44190106,-91.06767697,"(30.44190106, -91.06767697)"
Metal,Yes,Right,50.186,30.44197087,-91.06712057,"(30.44197087, -91.06712057)"
Metal,Yes,Right,48.487,30.44242836,-91.06581386,"(30.44242836, -91.06581386)"
Metal,Yes,Right,42.873,30.44224338,-91.06625626,"(30.44224338, -91.06625626)"
Metal,Yes,Right,48.306,30.43733649,-91.05854514,"(30.43733649, -91.05854514)"
Metal,Yes,Right,49.766,30.43792102,-91.05855517,"(30.43792102, -91.05855517)"
Metal,Yes,Right,55.511,30.44570705,-91.08692923,"(30.44570705, -91.08692923)"
Metal,Yes,Right,54.261,30.44420135,-91.08916812,"(30.44420135, -91.08916812)"
Metal,Yes,Right,54.064,30.44292779,-91.08825287,"(30.44292779, -91.08825287)"
Metal,Unknown,Right,52.693,30.44248718,-91.08793219,"(30.44248718, -91.08793219)"
Metal,Unknown,Right,55.334,30.44470594,-91.08952416,"(30.44470594, -91.08952416)"
Metal,Yes,Right,52.489,30.44741847,-91.08885665,"(30.44741847, -91.08885665)"
Metal,Yes,Right,54.73,30.44780629,-91.08910472,"(30.44780629, -91.08910472)"
Metal,Yes,Right,53.91,30.44833245,-91.08947085,"(30.44833245, -91.08947085)"
Metal,Yes,Right,54.675,30.44916659,-91.09006799,"(30.44916659, -91.09006799)"
Metal,Unknown,Right,53.146,30.45005947,-91.09069754,"(30.45005947, -91.09069754)"
Metal,Yes,Right,55.685,30.4509927,-91.09138224,"(30.4509927, -91.09138224)"
Metal,Yes,Right,56.889,30.45339772,-91.0876248,"(30.45339772, -91.0876248)"
Metal,Yes,Right,53.024,30.44216666,-91.08575376,"(30.44216666, -91.08575376)"
Metal,Yes,Right,52.939,30.44169431,-91.08574851,"(30.44169431, -91.08574851)"
Metal,Yes,Right,52.617,30.44110194,-91.08575025,"(30.44110194, -91.08575025)"
Metal,Unknown,Right,43.72,30.43623274,-91.08148487,"(30.43623274, -91.08148487)"
Metal,Yes,Right,49.409,30.43647935,-91.08142413,"(30.43647935, -91.08142413)"
Metal,Yes,Right,47.877,30.43702259,-91.08141014,"(30.43702259, -91.08141014)"
Metal,Yes,Right,51.223,30.43750097,-91.08141009,"(30.43750097, -91.08141009)"
Metal,Yes,Right,51.128,30.43793302,-91.08141483,"(30.43793302, -91.08141483)"
Metal,Yes,Right,51.253,30.43839949,-91.08141721,"(30.43839949, -91.08141721)"
Metal,Yes,Right,52.322,30.43884663,-91.08142114,"(30.43884663, -91.08142114)"
Metal,Yes,Right,51.702,30.43926722,-91.08142521,"(30.43926722, -91.08142521)"
Metal,Yes,Right,51.538,30.43978495,-91.08142536,"(30.43978495, -91.08142536)"
Metal,Yes,Right,48.113,30.44006425,-91.07084705,"(30.44006425, -91.07084705)"
Metal,Yes,Right,54.622,30.44298453,-91.07689091,"(30.44298453, -91.07689091)"
Metal,Yes,Right,55.478,30.44425459,-91.07690281,"(30.44425459, -91.07690281)"
Metal,Yes,Right,55.426,30.44479913,-91.07691088,"(30.44479913, -91.07691088)"
Metal,Yes,Right,56.899,30.44535681,-91.07691444,"(30.44535681, -91.07691444)"
Metal,Unknown,Right,54.566,30.44594273,-91.07691407,"(30.44594273, -91.07691407)"
Metal,Yes,Right,55.321,30.44634149,-91.07692391,"(30.44634149, -91.07692391)"
Metal,Yes,Right,55.222,30.44750352,-91.07688627,"(30.44750352, -91.07688627)"
Metal,Yes,Right,54.399,30.44807993,-91.07688765,"(30.44807993, -91.07688765)"
Metal,Yes,Right,53.992,30.44859724,-91.07689072,"(30.44859724, -91.07689072)"
Metal,Yes,Right,54.947,30.44912493,-91.07689994,"(30.44912493, -91.07689994)"
Metal,Yes,Right,52.854,30.44972709,-91.07689924,"(30.44972709, -91.07689924)"
Wood,Yes,Right,48.372,30.44277259,-91.06670505,"(30.44277259, -91.06670505)"
Wood,Yes,Right,48.526,30.44242632,-91.0665396,"(30.44242632, -91.0665396)"
Wood,Yes,Right,46.892,30.44204195,-91.06635781,"(30.44204195, -91.06635781)"
Wood,Yes,Right,49.77,30.44172497,-91.06619857,"(30.44172497, -91.06619857)"
Wood,Yes,Right,49.678,30.44129304,-91.06600382,"(30.44129304, -91.06600382)"
Wood,Yes,Right,50.636,30.44095311,-91.06585373,"(30.44095311, -91.06585373)"
Wood,Yes,Right,52.736,30.44058415,-91.0656856,"(30.44058415, -91.0656856)"
Wood,Yes,Right,53.89,30.44025037,-91.06553582,"(30.44025037, -91.06553582)"
Wood,Yes,Right,53.287,30.43981182,-91.06536919,"(30.43981182, -91.06536919)"
Wood,Yes,Right,54.619,30.43940094,-91.06529505,"(30.43940094, -91.06529505)"
Wood,Yes,Right,53.448,30.43831093,-91.06526829,"(30.43831093, -91.06526829)"
Metal,Yes,Right,50.715,30.43485264,-91.06992464,"(30.43485264, -91.06992464)"
Metal,Yes,Right,57.165,30.45181781,-91.08778305,"(30.45181781, -91.08778305)"
Metal,Yes,Right,54.35,30.44488377,-91.08390193,"(30.44488377, -91.08390193)"
Metal,Yes,Right,51.115,30.44486869,-91.08464075,"(30.44486869, -91.08464075)"
Metal,Yes,Right,52.375,30.44486212,-91.08521471,"(30.44486212, -91.08521471)"
Metal,Yes,Right,54.668,30.44660015,-91.08700625,"(30.44660015, -91.08700625)"
Metal,Yes,Right,52.368,30.44198883,-91.08758574,"(30.44198883, -91.08758574)"
Metal,Yes,Right,54.35,30.4437462,-91.08884025,"(30.4437462, -91.08884025)"
Metal,Unknown,Right,53.815,30.44993629,-91.08992409,"(30.44993629, -91.08992409)"
Metal,Yes,Right,53.352,30.44982156,-91.08781962,"(30.44982156, -91.08781962)"
Metal,Yes,Right,54.553,30.44966537,-91.08824208,"(30.44966537, -91.08824208)"
Metal,Yes,Right,54.573,30.44937131,-91.08880759,"(30.44937131, -91.08880759)"
Metal,Yes,Right,52.969,30.44909319,-91.08933051,"(30.44909319, -91.08933051)"
Metal,Yes,Right,52.155,30.44023778,-91.08143286,"(30.44023778, -91.08143286)"
Metal,Unknown,Right,49.76,30.44077495,-91.08149459,"(30.44077495, -91.08149459)"
Metal,Yes,Right,51.197,30.44142965,-91.08153051,"(30.44142965, -91.08153051)"
Metal,Yes,Right,51.896,30.4419281,-91.08153606,"(30.4419281, -91.08153606)"
Metal,Yes,Right,51.856,30.44241559,-91.08153615,"(30.44241559, -91.08153615)"
Metal,Yes,Right,52.529,30.44292388,-91.08153812,"(30.44292388, -91.08153812)"
Metal,Yes,Right,54.891,30.44414809,-91.08154219,"(30.44414809, -91.08154219)"
Wood,Yes,Right,50.022,30.43790761,-91.08253647,"(30.43790761, -91.08253647)"
Wood,Yes,Right,49.251,30.43753636,-91.08253142,"(30.43753636, -91.08253142)"
Wood,Yes,Right,53.999,30.43712681,-91.08256377,"(30.43712681, -91.08256377)"
Wood,Yes,Right,44.612,30.43711449,-91.0829621,"(30.43711449, -91.0829621)"
Wood,Yes,Right,46.217,30.43719847,-91.08376692,"(30.43719847, -91.08376692)"
Metal,Yes,Right,54.005,30.45026782,-91.07690749,"(30.45026782, -91.07690749)"
Metal,Yes,Right,53.982,30.44062777,-91.07086902,"(30.44062777, -91.07086902)"
Metal,Yes,Right,49.73,30.44070831,-91.0698316,"(30.44070831, -91.0698316)"
Metal,Unknown,Right,51.525,30.44009885,-91.06982745,"(30.44009885, -91.06982745)"
Metal,Yes,Right,50.265,30.43839949,-91.06979804,"(30.43839949, -91.06979804)"
Metal,Yes,Right,53.989,30.43734932,-91.06860434,"(30.43734932, -91.06860434)"
Metal,Yes,Right,52.975,30.43806677,-91.06860849,"(30.43806677, -91.06860849)"
Metal,Yes,Right,53.421,30.4387449,-91.06861803,"(30.4387449, -91.06861803)"
Metal,Yes,Right,53.694,30.43938243,-91.06862984,"(30.43938243, -91.06862984)"
Metal,Unknown,Right,52.237,30.43990715,-91.06862738,"(30.43990715, -91.06862738)"
Metal,Yes,Right,51.082,30.439073,-91.06649653,"(30.439073, -91.06649653)"
Metal,Yes,Right,53.343,30.43907222,-91.06600677,"(30.43907222, -91.06600677)"
Wood,Yes,Right,51.236,30.4387688,-91.06511073,"(30.4387688, -91.06511073)"
Wood,Yes,Right,52.631,30.44466373,-91.06782487,"(30.44466373, -91.06782487)"
Metal,Yes,Right,47.145,30.44501922,-91.06806108,"(30.44501922, -91.06806108)"
Metal,Yes,Right,61.909,30.45326139,-91.07202434,"(30.45326139, -91.07202434)"
Metal,Yes,Right,51.046,30.45329483,-91.07296722,"(30.45329483, -91.07296722)"
Metal,Yes,Right,50.885,30.45329368,-91.07352387,"(30.45329368, -91.07352387)"
Metal,Yes,Right,51.075,30.45329686,-91.07410598,"(30.45329686, -91.07410598)"
Metal,Yes,Right,52.352,30.45441156,-91.07420535,"(30.45441156, -91.07420535)"
Metal,Yes,Right,50.183,30.45434894,-91.07358144,"(30.45434894, -91.07358144)"
Metal,Yes,Right,53.552,30.45430299,-91.07323878,"(30.45430299, -91.07323878)"
Metal,Unknown,Right,50.934,30.45384336,-91.07364094,"(30.45384336, -91.07364094)"
Metal,Yes,Right,53.448,30.45441054,-91.07466255,"(30.45441054, -91.07466255)"
Metal,Yes,Right,58.29,30.45371239,-91.08763318,"(30.45371239, -91.08763318)"
Metal,Yes,Right,56.85,30.45027315,-91.08698275,"(30.45027315, -91.08698275)"
Metal,Yes,Right,58.549,30.45077063,-91.08698338,"(30.45077063, -91.08698338)"
Metal,Yes,Right,56.997,30.451364,-91.08698139,"(30.451364, -91.08698139)"
Metal,Yes,Right,57.968,30.45190465,-91.08699364,"(30.45190465, -91.08699364)"
Metal,Yes,Right,57.102,30.45241671,-91.08714544,"(30.45241671, -91.08714544)"
Metal,Yes,Right,58.575,30.45289848,-91.08740734,"(30.45289848, -91.08740734)"
Metal,Yes,Right,56.358,30.44973477,-91.08698003,"(30.44973477, -91.08698003)"
Metal,Yes,Right,55.272,30.45038549,-91.09232094,"(30.45038549, -91.09232094)"
Metal,Yes,Right,57.611,30.44997687,-91.09206385,"(30.44997687, -91.09206385)"
Metal,Yes,Right,56.171,30.44946366,-91.09169621,"(30.44946366, -91.09169621)"
Metal,Yes,Right,56.512,30.44897593,-91.09134602,"(30.44897593, -91.09134602)"
Wood,Yes,Right,41.896,30.43715023,-91.08419068,"(30.43715023, -91.08419068)"
Wood,Yes,Right,51.128,30.43880836,-91.08409021,"(30.43880836, -91.08409021)"
Metal,Yes,Right,52.795,30.44154436,-91.08330587,"(30.44154436, -91.08330587)"
Metal,Yes,Right,54.13,30.44155265,-91.08267352,"(30.44155265, -91.08267352)"
Metal,Unknown,Right,53.49,30.44154776,-91.08205581,"(30.44154776, -91.08205581)"
Metal,Yes,Right,54.802,30.44154585,-91.08535102,"(30.44154585, -91.08535102)"
Metal,Yes,Right,54.543,30.44257386,-91.08460554,"(30.44257386, -91.08460554)"
Metal,Yes,Right,50.469,30.44257918,-91.08200575,"(30.44257918, -91.08200575)"
Metal,Yes,Right,51.295,30.44257638,-91.08261851,"(30.44257638, -91.08261851)"
Metal,Yes,Right,53.861,30.44257532,-91.08332632,"(30.44257532, -91.08332632)"
Metal,Unknown,Right,50.688,30.44257945,-91.08398212,"(30.44257945, -91.08398212)"
Metal,Yes,Right,53.165,30.43906658,-91.06537512,"(30.43906658, -91.06537512)"
Metal,Yes,Right,52.063,30.43862162,-91.06760757,"(30.43862162, -91.06760757)"
Metal,Yes,Right,53.254,30.43820371,-91.06759564,"(30.43820371, -91.06759564)"
Metal,Yes,Right,57.591,30.43774498,-91.06758609,"(30.43774498, -91.06758609)"
Metal,Yes,Right,53.664,30.43730297,-91.06758347,"(30.43730297, -91.06758347)"
Metal,Yes,Right,51.18,30.43760192,-91.06970518,"(30.43760192, -91.06970518)"
Metal,Yes,Right,52.562,30.43881615,-91.06972935,"(30.43881615, -91.06972935)"
Metal,Yes,Right,55.583,30.43927825,-91.06974441,"(30.43927825, -91.06974441)"
Wood,Yes,Right,51.735,30.44004785,-91.06920091,"(30.44004785, -91.06920091)"
Wood,Unknown,Right,50.275,30.44008268,-91.065884,"(30.44008268, -91.065884)"
Metal,Yes,Right,53.986,30.43998725,-91.06793945,"(30.43998725, -91.06793945)"
