POLE TYPE,LIGHT PRESENT,SIDE OF ROAD,ELEVATION,latitude,longitude,GeoLocation
Metal,Yes,Right,22.394,30.3513698,-91.09834224,"(30.3513698, -91.09834224)"
Metal,Yes,Right,23.372,30.35129084,-91.0977622,"(30.35129084, -91.0977622)"
Metal,Yes,Right,23.09,30.35049636,-91.09697798,"(30.35049636, -91.09697798)"
Metal,Yes,Right,23.848,30.3502444,-91.0956723,"(30.3502444, -91.0956723)"
Metal,Yes,Right,21.016,30.3500864,-91.09517001,"(30.3500864, -91.09517001)"
Metal,Yes,Right,25.537,30.41466659,-91.16278582,"(30.41466659, -91.16278582)"
Metal,Yes,Right,25.262,30.4143,-91.16289455,"(30.4143, -91.16289455)"
Metal,Yes,Right,31.686,30.41399371,-91.1628251,"(30.41399371, -91.1628251)"
Metal,Yes,Right,35.157,30.41330966,-91.16287071,"(30.41330966, -91.16287071)"
Metal,Yes,Right,35.957,30.41281019,-91.16312366,"(30.41281019, -91.16312366)"
Metal,Yes,Right,32.785,30.41230938,-91.16339915,"(30.41230938, -91.16339915)"
Wood,Yes,Right,45.068,30.40384363,-91.16906306,"(30.40384363, -91.16906306)"
Wood,Yes,Right,46.135,30.40358328,-91.16930482,"(30.40358328, -91.16930482)"
Wood,Unknown,Right,45.288,30.40311084,-91.16973699,"(30.40311084, -91.16973699)"
Wood,Yes,Right,48.667,30.40607505,-91.16687835,"(30.40607505, -91.16687835)"
Wood,Unknown,Right,46.784,30.40323666,-91.16962798,"(30.40323666, -91.16962798)"
Wood,Yes,Right,36.171,30.4068935,-91.1646854,"(30.4068935, -91.1646854)"
Metal,Yes,Right,28.008,30.39297058,-91.17967657,"(30.39297058, -91.17967657)"
Metal,Yes,Right,27.86,30.39244286,-91.17975895,"(30.39244286, -91.17975895)"
Metal,Yes,Right,26.532,30.39189703,-91.1798477,"(30.39189703, -91.1798477)"
Metal,Yes,Right,30.629,30.3919807,-91.18345149,"(30.3919807, -91.18345149)"
Metal,Unknown,Right,27.148,30.39187797,-91.18268464,"(30.39187797, -91.18268464)"
Metal,Yes,Right,31.44,30.39183114,-91.18218494,"(30.39183114, -91.18218494)"
Metal,Yes,Right,30.442,30.39174672,-91.1814993,"(30.39174672, -91.1814993)"
Metal,Yes,Right,28.631,30.39166637,-91.18083336,"(30.39166637, -91.18083336)"
Metal,Yes,Right,30.541,30.3915981,-91.18023566,"(30.3915981, -91.18023566)"
Metal,Yes,Right,30.633,30.392294,-91.18193763,"(30.392294, -91.18193763)"
Metal,Yes,Right,28.556,30.39293316,-91.18184561,"(30.39293316, -91.18184561)"
Metal,Yes,Right,34.366,30.39358044,-91.18175133,"(30.39358044, -91.18175133)"
Wood,Yes,Right,45.596,30.39213577,-91.15148064,"(30.39213577, -91.15148064)"
Wood,Yes,Right,52.778,30.39362472,-91.15356996,"(30.39362472, -91.15356996)"
Metal,Unknown,Right,23.241,30.36921037,-91.12691448,"(30.36921037, -91.12691448)"
Metal,Yes,Right,24.616,30.36957244,-91.1272836,"(30.36957244, -91.1272836)"
Metal,Yes,Right,23.694,30.36724222,-91.1276956,"(30.36724222, -91.1276956)"
Metal,Yes,Right,24.878,30.3687963,-91.12753918,"(30.3687963, -91.12753918)"
Metal,Yes,Right,21.617,30.36790416,-91.12830587,"(30.36790416, -91.12830587)"
Metal,Yes,Right,25.547,30.36793694,-91.12758828,"(30.36793694, -91.12758828)"
Metal,Unknown,Right,20.77,30.36826899,-91.12808107,"(30.36826899, -91.12808107)"
Metal,Yes,Right,24.75,30.36554839,-91.12988713,"(30.36554839, -91.12988713)"
Metal,Yes,Right,25.058,30.36589472,-91.12961252,"(30.36589472, -91.12961252)"
Metal,Yes,Right,24.084,30.36626688,-91.12930975,"(30.36626688, -91.12930975)"
Metal,Yes,Right,23.247,30.34995879,-91.094726,"(30.34995879, -91.094726)"
Wood,Yes,Right,47.808,30.38595948,-91.14884293,"(30.38595948, -91.14884293)"
Wood,Yes,Right,49.96,30.38678949,-91.15004308,"(30.38678949, -91.15004308)"
Wood,Unknown,Right,49.041,30.38725548,-91.15068791,"(30.38725548, -91.15068791)"
Wood,Yes,Right,49.812,30.38748034,-91.15100926,"(30.38748034, -91.15100926)"
Wood,Yes,Right,48.448,30.38764335,-91.15124597,"(30.38764335, -91.15124597)"
Wood,Yes,Right,50.308,30.38789323,-91.15160399,"(30.38789323, -91.15160399)"
Wood,Yes,Right,50.465,30.38811303,-91.151915,"(30.38811303, -91.151915)"
Wood,Unknown,Right,50.449,30.38857925,-91.15255933,"(30.38857925, -91.15255933)"
Wood,Unknown,Right,50.026,30.38875221,-91.15279251,"(30.38875221, -91.15279251)"
Wood,Unknown,Right,50.852,30.38903462,-91.15319852,"(30.38903462, -91.15319852)"
Wood,Yes,Right,49.822,30.38942646,-91.15375042,"(30.38942646, -91.15375042)"
Metal,Yes,Right,28.379,30.40736744,-91.16445137,"(30.40736744, -91.16445137)"
Wood,Yes,Right,34.586,30.40659681,-91.16514585,"(30.40659681, -91.16514585)"
Wood,Yes,Right,41.899,30.40378312,-91.16773837,"(30.40378312, -91.16773837)"
Wood,Yes,Right,41.719,30.40329964,-91.16817566,"(30.40329964, -91.16817566)"
Wood,Unknown,Right,41.463,30.4040369,-91.16750842,"(30.4040369, -91.16750842)"
Wood,Unknown,Right,44.642,30.40362095,-91.1688153,"(30.40362095, -91.1688153)"
Wood,Unknown,Right,41.919,30.40327975,-91.16831461,"(30.40327975, -91.16831461)"
Wood,Yes,Right,36.177,30.40348138,-91.16861218,"(30.40348138, -91.16861218)"
Wood,Yes,Right,40.341,30.40407618,-91.16947958,"(30.40407618, -91.16947958)"
Wood,Unknown,Right,43.841,30.40402125,-91.16954611,"(30.40402125, -91.16954611)"
Wood,Yes,Right,33.503,30.40574976,-91.17007556,"(30.40574976, -91.17007556)"
Wood,Yes,Right,60.724,30.40497087,-91.16715362,"(30.40497087, -91.16715362)"
Metal,Yes,Right,32.982,30.39411122,-91.18167209,"(30.39411122, -91.18167209)"
Metal,Yes,Right,26.443,30.39473782,-91.18155732,"(30.39473782, -91.18155732)"
Metal,Unknown,Right,28.717,30.39539106,-91.18149785,"(30.39539106, -91.18149785)"
Metal,Yes,Median,26.427,30.39622523,-91.17886393,"(30.39622523, -91.17886393)"
Metal,Unknown,Median,24.212,30.39615312,-91.17925565,"(30.39615312, -91.17925565)"
Metal,Unknown,Median,24.563,30.3960821,-91.17956049,"(30.3960821, -91.17956049)"
Metal,Unknown,Median,23.772,30.39598385,-91.18001604,"(30.39598385, -91.18001604)"
Metal,Yes,Right,26.938,30.39593017,-91.18049784,"(30.39593017, -91.18049784)"
Metal,Yes,Right,27.578,30.39574214,-91.18104883,"(30.39574214, -91.18104883)"
Metal,Yes,Right,27.181,30.3955507,-91.18161366,"(30.3955507, -91.18161366)"
Metal,Unknown,Right,25.813,30.39534714,-91.18225273,"(30.39534714, -91.18225273)"
Metal,Yes,Right,27.135,30.3946275,-91.18276961,"(30.3946275, -91.18276961)"
Metal,Yes,Right,23.454,30.3666165,-91.12903211,"(30.3666165, -91.12903211)"
Metal,Yes,Right,21.856,30.3668421,-91.12853718,"(30.3668421, -91.12853718)"
Metal,Yes,Right,23.579,30.36680301,-91.12803689,"(30.36680301, -91.12803689)"
Metal,Yes,Right,21.709,30.36612376,-91.12813589,"(30.36612376, -91.12813589)"
Metal,Yes,Right,26.387,30.36602521,-91.12844466,"(30.36602521, -91.12844466)"
Metal,Yes,Right,22.312,30.36568243,-91.1288001,"(30.36568243, -91.1288001)"
Metal,Yes,Right,21.725,30.36532342,-91.12908967,"(30.36532342, -91.12908967)"
Metal,Yes,Right,21.41,30.36496264,-91.12937884,"(30.36496264, -91.12937884)"
Metal,Yes,Right,23.956,30.36520203,-91.12702927,"(30.36520203, -91.12702927)"
Metal,Yes,Right,22.125,30.36481325,-91.12734893,"(30.36481325, -91.12734893)"
Metal,Yes,Right,23.904,30.36443626,-91.12765333,"(30.36443626, -91.12765333)"
Wood,Unknown,Right,29.573,30.36480395,-91.12673564,"(30.36480395, -91.12673564)"
Wood,Yes,Right,49.852,30.38964215,-91.15404999,"(30.38964215, -91.15404999)"
Wood,Yes,Right,45.514,30.39314756,-91.15873949,"(30.39314756, -91.15873949)"
Wood,Yes,Right,40.705,30.39352746,-91.15920056,"(30.39352746, -91.15920056)"
Wood,Yes,Right,39.159,30.39380228,-91.15954285,"(30.39380228, -91.15954285)"
Wood,Yes,Right,38.162,30.39413287,-91.16000639,"(30.39413287, -91.16000639)"
Wood,Yes,Right,38.969,30.39447081,-91.16043078,"(30.39447081, -91.16043078)"
Wood,Yes,Right,40.35,30.3946749,-91.16069661,"(30.3946749, -91.16069661)"
Wood,Yes,Right,45.701,30.39536203,-91.16158209,"(30.39536203, -91.16158209)"
Wood,Yes,Right,46.358,30.39559319,-91.16188449,"(30.39559319, -91.16188449)"
Wood,Yes,Right,46.712,30.39581698,-91.16216795,"(30.39581698, -91.16216795)"
Wood,Yes,Right,45.862,30.39603878,-91.16247967,"(30.39603878, -91.16247967)"
Wood,Yes,Right,49.028,30.39647713,-91.16303223,"(30.39647713, -91.16303223)"
Wood,Unknown,Right,38.234,30.40627768,-91.16604054,"(30.40627768, -91.16604054)"
Wood,Yes,Right,38.703,30.40617717,-91.16673269,"(30.40617717, -91.16673269)"
Wood,Yes,Right,44.343,30.40513058,-91.16788609,"(30.40513058, -91.16788609)"
Wood,Unknown,Right,44.307,30.40481108,-91.16818719,"(30.40481108, -91.16818719)"
Wood,Yes,Right,46.374,30.40454015,-91.16842583,"(30.40454015, -91.16842583)"
Wood,Yes,Right,44.803,30.40419034,-91.16874989,"(30.40419034, -91.16874989)"
Wood,Yes,Other,26.479,30.36410559,-91.12637548,"(30.36410559, -91.12637548)"
Wood,Unknown,Right,44.868,30.41833337,-91.15446018,"(30.41833337, -91.15446018)"
Wood,Yes,Right,47.385,30.41933899,-91.1538507,"(30.41933899, -91.1538507)"
Wood,Yes,Right,45.948,30.42009057,-91.15336938,"(30.42009057, -91.15336938)"
Wood,Yes,Right,44.711,30.42077491,-91.15290773,"(30.42077491, -91.15290773)"
Wood,Yes,Right,44.143,30.40472826,-91.16674568,"(30.40472826, -91.16674568)"
Wood,Yes,Right,41.951,30.40508216,-91.16641202,"(30.40508216, -91.16641202)"
Metal,Yes,Right,26.899,30.39410886,-91.18285164,"(30.39410886, -91.18285164)"
Metal,Yes,Right,26.456,30.39356925,-91.18293572,"(30.39356925, -91.18293572)"
Metal,Yes,Right,29.127,30.39308376,-91.1830075,"(30.39308376, -91.1830075)"
Metal,Yes,Right,24.511,30.39228776,-91.18314146,"(30.39228776, -91.18314146)"
Metal,Yes,Right,27.893,30.39795939,-91.17659698,"(30.39795939, -91.17659698)"
Metal,Unknown,Right,36.899,30.3983677,-91.17619152,"(30.3983677, -91.17619152)"
Metal,Yes,Right,27.768,30.39886482,-91.17567447,"(30.39886482, -91.17567447)"
Metal,Yes,Right,26.614,30.39932242,-91.17520477,"(30.39932242, -91.17520477)"
Metal,Yes,Right,35.15,30.39973446,-91.17478851,"(30.39973446, -91.17478851)"
Metal,Yes,Right,24.921,30.40017375,-91.17433717,"(30.40017375, -91.17433717)"
Metal,Unknown,Right,26.499,30.40061301,-91.17389392,"(30.40061301, -91.17389392)"
Metal,Yes,Right,25.823,30.4010867,-91.17341011,"(30.4010867, -91.17341011)"
Wood,Yes,Right,24.12,30.36433993,-91.12667596,"(30.36433993, -91.12667596)"
Metal,Yes,Right,11.407,30.36259377,-91.12430388,"(30.36259377, -91.12430388)"
Metal,Yes,Right,20.259,30.36291876,-91.12414493,"(30.36291876, -91.12414493)"
Metal,Yes,Right,20.82,30.36308035,-91.12386552,"(30.36308035, -91.12386552)"
Metal,Yes,Right,19.579,30.36290658,-91.12344917,"(30.36290658, -91.12344917)"
Metal,Yes,Right,20.994,30.36554899,-91.12239278,"(30.36554899, -91.12239278)"
Metal,Yes,Right,18.933,30.36534888,-91.12346578,"(30.36534888, -91.12346578)"
Metal,Yes,Right,20.298,30.3644361,-91.12449253,"(30.3644361, -91.12449253)"
Metal,Yes,Right,21.643,30.36448378,-91.12541948,"(30.36448378, -91.12541948)"
Metal,Yes,Right,16.994,30.36552181,-91.12309937,"(30.36552181, -91.12309937)"
Metal,Unknown,Right,25.245,30.36503226,-91.12375534,"(30.36503226, -91.12375534)"
Wood,Yes,Right,47.778,30.39671939,-91.16335569,"(30.39671939, -91.16335569)"
Wood,Yes,Right,45.462,30.40067031,-91.16845079,"(30.40067031, -91.16845079)"
Wood,Yes,Right,46.692,30.40101389,-91.16889837,"(30.40101389, -91.16889837)"
Wood,Unknown,Right,45.882,30.40129111,-91.16924857,"(30.40129111, -91.16924857)"
Wood,Yes,Right,43.897,30.40156119,-91.169604,"(30.40156119, -91.169604)"
Wood,Yes,Right,36.085,30.40233213,-91.17059235,"(30.40233213, -91.17059235)"
Wood,Yes,Right,37.352,30.4026045,-91.17094769,"(30.4026045, -91.17094769)"
Wood,Yes,Right,41.21,30.4029516,-91.17139254,"(30.4029516, -91.17139254)"
Wood,Unknown,Right,43.228,30.40317769,-91.17167146,"(30.40317769, -91.17167146)"
Metal,Yes,Right,20.688,30.36623235,-91.12623179,"(30.36623235, -91.12623179)"
Wood,Unknown,Right,37.286,30.40360742,-91.17221959,"(30.40360742, -91.17221959)"
Wood,Yes,Right,37.116,30.40379851,-91.1724809,"(30.40379851, -91.1724809)"
Wood,Unknown,Right,33.785,30.40409559,-91.17284634,"(30.40409559, -91.17284634)"
Wood,Yes,Right,45.124,30.40538476,-91.16614309,"(30.40538476, -91.16614309)"
Metal,Yes,Right,31.253,30.40910615,-91.16263223,"(30.40910615, -91.16263223)"
Wood,Yes,Right,43.953,30.404451,-91.167002,"(30.404451, -91.167002)"
Wood,Unknown,Right,44.392,30.4041447,-91.1672696,"(30.4041447, -91.1672696)"
Wood,Yes,Right,49.917,30.40566481,-91.16588802,"(30.40566481, -91.16588802)"
Metal,Yes,Median,49.556,30.40635135,-91.16544969,"(30.40635135, -91.16544969)"
Wood,Yes,Right,44.094,30.41902602,-91.1546863,"(30.41902602, -91.1546863)"
Wood,Unknown,Right,43.9,30.42058274,-91.15330573,"(30.42058274, -91.15330573)"
Wood,Yes,Right,45.229,30.41988997,-91.15367072,"(30.41988997, -91.15367072)"
Wood,Yes,Right,45.79,30.41911675,-91.15412122,"(30.41911675, -91.15412122)"
Wood,Yes,Right,40.387,30.41478813,-91.15751892,"(30.41478813, -91.15751892)"
Wood,Yes,Right,38.261,30.41467037,-91.15762949,"(30.41467037, -91.15762949)"
Metal,Yes,Right,26.053,30.39749894,-91.17715292,"(30.39749894, -91.17715292)"
Metal,Yes,Right,30.242,30.39032211,-91.18006441,"(30.39032211, -91.18006441)"
Metal,Unknown,Right,29.16,30.3903277,-91.1795871,"(30.3903277, -91.1795871)"
Metal,Yes,Right,26.768,30.39022138,-91.17917273,"(30.39022138, -91.17917273)"
Metal,Yes,Right,28.845,30.39032678,-91.1788023,"(30.39032678, -91.1788023)"
Metal,Yes,Right,27.965,30.39041031,-91.17925312,"(30.39041031, -91.17925312)"
Metal,Yes,Right,27.762,30.39043125,-91.18004238,"(30.39043125, -91.18004238)"
Wood,Yes,Right,26.794,30.38976784,-91.16751273,"(30.38976784, -91.16751273)"
Wood,Yes,Right,26.19,30.38940498,-91.16872742,"(30.38940498, -91.16872742)"
Wood,Yes,Right,24.661,30.38896466,-91.17027912,"(30.38896466, -91.17027912)"
Wood,Yes,Right,25.967,30.38871681,-91.17103325,"(30.38871681, -91.17103325)"
Wood,Yes,Right,25.058,30.38846782,-91.17162944,"(30.38846782, -91.17162944)"
Metal,Unknown,Right,21.863,30.36460022,-91.124019,"(30.36460022, -91.124019)"
Metal,Yes,Right,20.807,30.36445968,-91.12498622,"(30.36445968, -91.12498622)"
Metal,Yes,Right,23.595,30.36734702,-91.12336118,"(30.36734702, -91.12336118)"
Metal,Yes,Right,22.834,30.36693902,-91.12361309,"(30.36693902, -91.12361309)"
Metal,Yes,Right,22.385,30.36653251,-91.12386223,"(30.36653251, -91.12386223)"
Metal,Yes,Right,20.859,30.366112,-91.12412665,"(30.366112, -91.12412665)"
Metal,Yes,Right,25.521,30.36574349,-91.12434669,"(30.36574349, -91.12434669)"
Metal,Yes,Right,21.056,30.36529117,-91.12462983,"(30.36529117, -91.12462983)"
Metal,Unknown,Right,22.995,30.36481002,-91.12478679,"(30.36481002, -91.12478679)"
Metal,Yes,Right,23.917,30.36553012,-91.12546156,"(30.36553012, -91.12546156)"
Metal,Yes,Right,23.969,30.36594225,-91.12579838,"(30.36594225, -91.12579838)"
Wood,Yes,Right,32.821,30.40427467,-91.17307952,"(30.40427467, -91.17307952)"
Wood,Yes,Right,31.089,30.41853113,-91.17663765,"(30.41853113, -91.17663765)"
Wood,Yes,Right,29.497,30.41913847,-91.17690353,"(30.41913847, -91.17690353)"
Wood,Yes,Right,30.347,30.41940585,-91.1770537,"(30.41940585, -91.1770537)"
Wood,Yes,Right,31.049,30.41958312,-91.17713653,"(30.41958312, -91.17713653)"
Wood,Yes,Right,27.932,30.42022436,-91.17742203,"(30.42022436, -91.17742203)"
Wood,Yes,Right,29.274,30.42040396,-91.1775089,"(30.42040396, -91.1775089)"
Wood,Yes,Right,30.177,30.42072607,-91.17765934,"(30.42072607, -91.17765934)"
Wood,Yes,Right,31.089,30.42109446,-91.17782835,"(30.42109446, -91.17782835)"
Wood,Yes,Right,29.901,30.4212192,-91.17788479,"(30.4212192, -91.17788479)"
Wood,Yes,Right,29.438,30.42164815,-91.17808542,"(30.42164815, -91.17808542)"
Wood,Yes,Right,28.024,30.42206256,-91.1782723,"(30.42206256, -91.1782723)"
Wood,Yes,Right,44.32,30.4053438,-91.16765135,"(30.4053438, -91.16765135)"
Wood,Yes,Right,55.718,30.40562391,-91.16805535,"(30.40562391, -91.16805535)"
Wood,Unknown,Right,34.422,30.41263844,-91.16118039,"(30.41263844, -91.16118039)"
Wood,Unknown,Right,40.196,30.41296407,-91.1615295,"(30.41296407, -91.1615295)"
Wood,Unknown,Right,34.33,30.41321812,-91.16175892,"(30.41321812, -91.16175892)"
Wood,Unknown,Right,35.416,30.4135172,-91.16196389,"(30.4135172, -91.16196389)"
Wood,Unknown,Right,35.364,30.41383119,-91.16217647,"(30.41383119, -91.16217647)"
Wood,Unknown,Right,36.686,30.41268288,-91.16206514,"(30.41268288, -91.16206514)"
Wood,Unknown,Right,41.128,30.41219891,-91.16230074,"(30.41219891, -91.16230074)"
Wood,Yes,Right,45.098,30.41642227,-91.15697183,"(30.41642227, -91.15697183)"
Wood,Yes,Right,47.88,30.41678256,-91.15674898,"(30.41678256, -91.15674898)"
Wood,Unknown,Right,47.906,30.42191212,-91.15488478,"(30.42191212, -91.15488478)"
Wood,Yes,Right,30.633,30.39098631,-91.16339633,"(30.39098631, -91.16339633)"
Wood,Yes,Right,23.434,30.39239834,-91.16145038,"(30.39239834, -91.16145038)"
Wood,Yes,Right,36.499,30.39381568,-91.15998799,"(30.39381568, -91.15998799)"
Wood,Yes,Right,33.425,30.39357973,-91.16022917,"(30.39357973, -91.16022917)"
Wood,Yes,Right,27.788,30.39307589,-91.16074738,"(30.39307589, -91.16074738)"
Metal,Yes,Right,22.69,30.36671095,-91.12778428,"(30.36671095, -91.12778428)"
Metal,Unknown,Right,22.939,30.36620489,-91.12782801,"(30.36620489, -91.12782801)"
Metal,Yes,Right,22.109,30.36570574,-91.12780558,"(30.36570574, -91.12780558)"
Metal,Yes,Right,21.148,30.36535278,-91.12799766,"(30.36535278, -91.12799766)"
Metal,Yes,Right,21.177,30.36512361,-91.12817457,"(30.36512361, -91.12817457)"
Metal,Yes,Right,20.895,30.36475984,-91.12846864,"(30.36475984, -91.12846864)"
Metal,Yes,Right,21.226,30.36444511,-91.12871778,"(30.36444511, -91.12871778)"
Metal,Yes,Right,22.585,30.36671875,-91.12642398,"(30.36671875, -91.12642398)"
Metal,Yes,Right,24.153,30.36727034,-91.12556348,"(30.36727034, -91.12556348)"
Metal,Yes,Right,21.814,30.36690316,-91.1259998,"(30.36690316, -91.1259998)"
Metal,Yes,Right,37.788,30.3675793,-91.12167531,"(30.3675793, -91.12167531)"
Metal,Yes,Right,27.034,30.36730773,-91.12201213,"(30.36730773, -91.12201213)"
Metal,Yes,Right,22.824,30.36700432,-91.12240554,"(30.36700432, -91.12240554)"
Metal,Yes,Right,19.169,30.36673317,-91.12272525,"(30.36673317, -91.12272525)"
Metal,Yes,Right,20.019,30.36632324,-91.12286782,"(30.36632324, -91.12286782)"
Metal,Yes,Right,21.65,30.36589429,-91.1228751,"(30.36589429, -91.1228751)"
Metal,Yes,Right,27.686,30.36771027,-91.12283777,"(30.36771027, -91.12283777)"
Metal,Unknown,Right,25.879,30.36736869,-91.12240723,"(30.36736869, -91.12240723)"
Metal,Yes,Right,21.787,30.36398529,-91.11713532,"(30.36398529, -91.11713532)"
Wood,Yes,Right,27.273,30.42233618,-91.178397,"(30.42233618, -91.178397)"
Wood,Yes,Right,31.627,30.4276317,-91.18083741,"(30.4276317, -91.18083741)"
Wood,Yes,Right,30.787,30.42801237,-91.18100501,"(30.42801237, -91.18100501)"
Wood,Yes,Right,31.276,30.42825125,-91.18111904,"(30.42825125, -91.18111904)"
Wood,Yes,Right,32.808,30.42858799,-91.18127344,"(30.42858799, -91.18127344)"
Wood,Yes,Right,33.326,30.42904693,-91.18147853,"(30.42904693, -91.18147853)"
Wood,Yes,Right,35.839,30.42918943,-91.18155005,"(30.42918943, -91.18155005)"
Wood,Yes,Right,44.297,30.42989112,-91.18187406,"(30.42989112, -91.18187406)"
Wood,Yes,Right,47.67,30.43009718,-91.18197039,"(30.43009718, -91.18197039)"
Wood,Yes,Right,51.299,30.43061756,-91.18233082,"(30.43061756, -91.18233082)"
Wood,Yes,Right,53.746,30.43085385,-91.18250908,"(30.43085385, -91.18250908)"
Wood,Yes,Right,54.13,30.43130751,-91.1828573,"(30.43130751, -91.1828573)"
Wood,Yes,Right,43.333,30.37406507,-91.13328932,"(30.37406507, -91.13328932)"
Wood,Yes,Right,46.627,30.37374337,-91.13261408,"(30.37374337, -91.13261408)"
Wood,Yes,Right,47.276,30.37337382,-91.13185149,"(30.37337382, -91.13185149)"
Wood,Unknown,Right,47.699,30.3731116,-91.13133309,"(30.3731116, -91.13133309)"
Wood,Yes,Right,46.955,30.37299028,-91.13105788,"(30.37299028, -91.13105788)"
Wood,Yes,Right,68.559,30.37271194,-91.13042219,"(30.37271194, -91.13042219)"
Wood,Yes,Right,50.4,30.36929509,-91.12347804,"(30.36929509, -91.12347804)"
Metal,Yes,Right,46.522,30.36885219,-91.12292808,"(30.36885219, -91.12292808)"
Wood,Yes,Right,41.643,30.36641792,-91.11977728,"(30.36641792, -91.11977728)"
Wood,Yes,Right,41.571,30.3657164,-91.1187462,"(30.3657164, -91.1187462)"
Wood,Unknown,Right,52.135,30.36506696,-91.11727707,"(30.36506696, -91.11727707)"
Wood,Yes,Right,27.02,30.36438691,-91.11608667,"(30.36438691, -91.11608667)"
Metal,Yes,Median,24.832,30.36327522,-91.12958944,"(30.36327522, -91.12958944)"
Metal,Yes,Right,24.875,30.36495356,-91.12993941,"(30.36495356, -91.12993941)"
Metal,Unknown,Right,23.769,30.3646367,-91.12942065,"(30.3646367, -91.12942065)"
Metal,Yes,Right,24.13,30.36444898,-91.12910323,"(30.36444898, -91.12910323)"
Metal,Yes,Right,24.209,30.36409173,-91.12850841,"(30.36409173, -91.12850841)"
Concrete,Yes,Median,26.748,30.37716107,-91.05533719,"(30.37716107, -91.05533719)"
Metal,Yes,Right,22.765,30.36395509,-91.12814599,"(30.36395509, -91.12814599)"
Metal,Yes,Right,23.818,30.36393702,-91.12776571,"(30.36393702, -91.12776571)"
Metal,Yes,Right,29.31,30.39039558,-91.18034867,"(30.39039558, -91.18034867)"
Metal,Yes,Right,26.771,30.39045213,-91.18077223,"(30.39045213, -91.18077223)"
Metal,Yes,Right,31.059,30.39048126,-91.18096614,"(30.39048126, -91.18096614)"
Wood,Yes,Right,25.547,30.3919867,-91.16185987,"(30.3919867, -91.16185987)"
Wood,Yes,Right,28.743,30.39148871,-91.16232959,"(30.39148871, -91.16232959)"
Metal,Yes,Right,22.214,30.36347125,-91.11730697,"(30.36347125, -91.11730697)"
Metal,Yes,Right,23.648,30.3642697,-91.11673065,"(30.3642697, -91.11673065)"
Metal,Yes,Right,27.257,30.36305046,-91.11785237,"(30.36305046, -91.11785237)"
Metal,Yes,Right,20.147,30.35197687,-91.09744938,"(30.35197687, -91.09744938)"
Metal,Yes,Right,27.053,30.35172676,-91.09750752,"(30.35172676, -91.09750752)"
Metal,Yes,Right,22.565,30.3509695,-91.09690049,"(30.3509695, -91.09690049)"
Metal,Yes,Right,23.628,30.35095789,-91.09641281,"(30.35095789, -91.09641281)"
Metal,Yes,Right,21.286,30.35147425,-91.09503093,"(30.35147425, -91.09503093)"
Metal,Yes,Right,21.213,30.35132974,-91.09455081,"(30.35132974, -91.09455081)"
Metal,Yes,Right,21.85,30.35104325,-91.09357592,"(30.35104325, -91.09357592)"
Metal,Yes,Right,21.742,30.35089537,-91.0930886,"(30.35089537, -91.0930886)"
Metal,Unknown,Right,28.533,30.35481635,-91.09489066,"(30.35481635, -91.09489066)"
Wood,Yes,Right,53.651,30.4316439,-91.18300735,"(30.4316439, -91.18300735)"
Wood,Yes,Right,54.737,30.43577785,-91.18490985,"(30.43577785, -91.18490985)"
Wood,Yes,Right,52.539,30.43601586,-91.18506563,"(30.43601586, -91.18506563)"
Wood,Yes,Right,51.863,30.43627618,-91.18524274,"(30.43627618, -91.18524274)"
Wood,Yes,Right,41.988,30.43671623,-91.1855195,"(30.43671623, -91.1855195)"
Wood,Yes,Right,38.73,30.43730503,-91.18589256,"(30.43730503, -91.18589256)"
Wood,Yes,Right,36.453,30.43773,-91.18614486,"(30.43773, -91.18614486)"
Wood,Yes,Right,37.132,30.43799092,-91.18623792,"(30.43799092, -91.18623792)"
Wood,Yes,Right,29.189,30.42482297,-91.17954128,"(30.42482297, -91.17954128)"
Wood,Unknown,Right,47.985,30.39991419,-91.16746496,"(30.39991419, -91.16746496)"
Wood,Yes,Right,52.798,30.38343145,-91.14555316,"(30.38343145, -91.14555316)"
Wood,Yes,Right,41.141,30.39490186,-91.16097055,"(30.39490186, -91.16097055)"
Wood,Yes,Right,34.163,30.41364991,-91.1585906,"(30.41364991, -91.1585906)"
Wood,Yes,Right,31.299,30.41330143,-91.15890694,"(30.41330143, -91.15890694)"
Wood,Yes,Right,32.224,30.41305965,-91.15912678,"(30.41305965, -91.15912678)"
Wood,Yes,Right,31.925,30.41272495,-91.15943916,"(30.41272495, -91.15943916)"
Wood,Yes,Right,39.009,30.4117448,-91.16036512,"(30.4117448, -91.16036512)"
Wood,Unknown,Right,44.829,30.41839945,-91.15458143,"(30.41839945, -91.15458143)"
Wood,Unknown,Right,43.264,30.41732568,-91.15524491,"(30.41732568, -91.15524491)"
Wood,Unknown,Right,42.125,30.41603176,-91.15634333,"(30.41603176, -91.15634333)"
Wood,Unknown,Right,42.237,30.41567672,-91.15669583,"(30.41567672, -91.15669583)"
Wood,Unknown,Right,40.626,30.41520258,-91.1571355,"(30.41520258, -91.1571355)"
Wood,Unknown,Right,34.386,30.41226963,-91.15987981,"(30.41226963, -91.15987981)"
Wood,Yes,Right,26.738,30.39116418,-91.16287839,"(30.39116418, -91.16287839)"
Wood,Yes,Right,23.956,30.39078501,-91.16408729,"(30.39078501, -91.16408729)"
Wood,Yes,Right,24.173,30.39061625,-91.1646491,"(30.39061625, -91.1646491)"
Wood,Yes,Right,27.486,30.39046277,-91.16515945,"(30.39046277, -91.16515945)"
